nom;coord_x;coord_y;projection;date;effectif;photo;nom_corrige;fiabilite;source
Cottus sp.;687102,4;6442826,1;L93;2007;1;absence;Cottus sp.;1;FD15
Barbatula sp.;692754,2;6446000,2;L93;2011;1;absence;Barbatula sp.;1;FD15
Barbatula sp.;691853,8;6445207,2;L93;2011;1;absence;Barbatula sp.;1;FD15
Cottus sp.;691853,8;6445207,2;L93;2011;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;695093;6457753;L93;2011;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;695093;6457753;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;695959,1;6454574,1;L93;2011;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;695959,1;6454574,1;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;712381,5;6460322,7;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;712381,5;6460322,7;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;712381,5;6460322,7;L93;2011;1;absence;Barbatula sp.;1;FD15
Cottus sp.;712381,5;6460322,7;L93;2011;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;712532,6;6456588,1;L93;2010;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;712532,6;6456588,1;L93;2010;1;absence;Gobio sp.;1;FD15
Barbatula sp.;712532,6;6456588,1;L93;2010;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;716157,9;6460218,1;L93;2010;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;715500,9;6461353,4;L93;2010;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;715500,9;6461353,4;L93;2010;1;absence;Gobio sp.;1;FD15
Barbatula sp.;715500,9;6461353,4;L93;2010;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;712523,7;6456528,4;L93;2009;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;712523,7;6456528,4;L93;2009;1;absence;Gobio sp.;1;FD15
Barbatula sp.;712523,7;6456528,4;L93;2009;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;712085,8;6447688,3;L93;2009;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;712085,8;6447688,3;L93;2009;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;691577,4;6461749,6;L93;2009;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;691577,4;6461749,6;L93;2009;1;absence;Barbatula sp.;1;FD15
Cottus sp.;691577,4;6461749,6;L93;2009;1;absence;Cottus sp.;1;FD15
Barbatula sp.;693594,1;6461458,8;L93;2009;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;713263,9;6459045,1;L93;2008;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;713263,9;6459045,1;L93;2008;1;absence;Gobio sp.;1;FD15
Barbatula sp.;713263,9;6459045,1;L93;2008;1;absence;Barbatula sp.;1;FD15
Barbatula sp.;709553;6453003,8;L93;2008;1;absence;Barbatula sp.;1;FD15
Cottus sp.;694816,4;6456321;L93;2008;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;694903,8;6456989,4;L93;2007;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;694903,8;6456989,4;L93;2007;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;709558,9;6453060,5;L93;2007;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;709558,9;6453060,5;L93;2007;1;absence;Barbatula sp.;1;FD15
Cottus sp.;686920,7;6469245,9;L93;2006;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;685043,8;6451382,8;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;685043,8;6451382,8;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;685043,8;6451382,8;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;674464,2;6473145;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;674464,2;6473145;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;674464,2;6473145;L93;2006;1;absence;Barbatula sp.;1;FD15
Cottus sp.;674464,2;6473145;L93;2006;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;678531,4;6472350,7;L93;2006;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;678531,4;6472350,7;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;673117,2;6482010,1;L93;2007;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;668965,1;6481976,8;L93;2007;1;absence;Phoxinus sp.;1;FD15
Cottus sp.;668965,1;6481976,8;L93;2007;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;669005,9;6481996,8;L93;2008;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;669005,9;6481996,8;L93;2008;1;absence;Gobio sp.;1;FD15
Cottus sp.;669005,9;6481996,8;L93;2008;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;673124,6;6481992,5;L93;2008;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;673131,1;6481976;L93;2010;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;669030,3;6482012,9;L93;2010;1;absence;Phoxinus sp.;1;FD15
Cottus sp.;669030,3;6482012,9;L93;2010;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;665146;6477170,7;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;665146;6477170,7;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;665146;6477170,7;L93;2011;1;absence;Barbatula sp.;1;FD15
Cottus sp.;665146;6477170,7;L93;2011;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;673588,1;6464565,7;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;673588,1;6464565,7;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;673588,1;6464565,7;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;671418,7;6459605,3;L93;2008;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;653637,7;6466835,3;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;653637,7;6466835,3;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;653637,7;6466835,3;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;657933,3;6471996,7;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;657933,3;6471996,7;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;657933,3;6471996,7;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;648441,6;6459667,3;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;648441,6;6459667,3;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;648441,6;6459667,3;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;661183,5;6453917,2;L93;2006;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;661183,5;6453917,2;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;653220,3;6450180,8;L93;2011;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;653220,3;6450180,8;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;640306,6;6457759,1;L93;2009;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;640306,6;6457759,1;L93;2009;1;absence;Gobio sp.;1;FD15
Barbatula sp.;640306,6;6457759,1;L93;2009;1;absence;Barbatula sp.;1;FD15
Cottus sp.;640306,6;6457759,1;L93;2009;1;absence;Cottus sp.;1;FD15
Cottus sp.;639164,8;6456538,9;L93;2009;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;665991,7;6450074,5;L93;2006;1;absence;Phoxinus sp.;1;FD15
Cottus sp.;665991,7;6450074,5;L93;2006;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;667930;6449413,8;L93;2006;1;absence;Phoxinus sp.;1;FD15
Cottus sp.;667930;6449413,8;L93;2006;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;656265,1;6446856,6;L93;2006;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;656265,1;6446856,6;L93;2006;1;absence;Barbatula sp.;1;FD15
Cottus sp.;656265,1;6446856,6;L93;2006;1;absence;Cottus sp.;1;FD15
Gobio sp.;643101;6437536;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;643101;6437536;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;642420,5;6434140,7;L93;2008;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;642420,5;6434140,7;L93;2008;1;absence;Gobio sp.;1;FD15
Barbatula sp.;642420,5;6434140,7;L93;2008;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;643283,3;6435006,5;L93;2008;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;643283,3;6435006,5;L93;2008;1;absence;Gobio sp.;1;FD15
Barbatula sp.;643283,3;6435006,5;L93;2008;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;660833;6446005,5;L93;2010;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;660833;6446005,5;L93;2010;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;661607,4;6445578,2;L93;2010;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;661607,4;6445578,2;L93;2010;1;absence;Barbatula sp.;1;FD15
Cottus sp.;667950,2;6449405,6;L93;2010;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;642688,5;6448285,1;L93;2009;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;642688,5;6448285,1;L93;2009;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;642792,2;6448208,1;L93;2005;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;642792,2;6448208,1;L93;2005;1;absence;Gobio sp.;1;FD15
Barbatula sp.;642792,2;6448208,1;L93;2005;1;absence;Barbatula sp.;1;FD15
Cottus sp.;677432,4;6439340,6;L93;2007;1;absence;Cottus sp.;1;FD15
Cottus sp.;678089,8;6441108,4;L93;2008;1;absence;Cottus sp.;1;FD15
Cottus sp.;677432,7;6439328,9;L93;2008;1;absence;Cottus sp.;1;FD15
Cottus sp.;675223,202669011;6435977,87535303;L93;2008;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;673680;6434608,2;L93;2008;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;673680;6434608,2;L93;2008;1;absence;Barbatula sp.;1;FD15
Cottus sp.;677864,3;6439917,9;L93;2008;1;absence;Cottus sp.;1;FD15
Cottus sp.;677428,6;6439317,5;L93;2011;1;absence;Cottus sp.;1;FD15
Cottus sp.;677591,4;6439883,1;L93;2011;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;656761,6;6420061,7;L93;2010;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;656761,6;6420061,7;L93;2010;1;absence;Gobio sp.;1;FD15
Barbatula sp.;656761,6;6420061,7;L93;2010;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;642294,6;6427144,6;L93;2007;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;642294,6;6427144,6;L93;2007;1;absence;Gobio sp.;1;FD15
Barbatula sp.;642294,6;6427144,6;L93;2007;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;652020,2;6415888,7;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;652020,2;6415888,7;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;652020,2;6415888,7;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;651544,7;6415703,5;L93;2007;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;655982,3;6435954,3;L93;2007;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;660468,8;6434172,7;L93;2007;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;660468,8;6434172,7;L93;2007;1;absence;Gobio sp.;1;FD15
Barbatula sp.;660468,8;6434172,7;L93;2007;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;653119,1;6430211,2;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;653119,1;6430211,2;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;653119,1;6430211,2;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;652961,5;6431101,8;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;652961,5;6431101,8;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;652961,5;6431101,8;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;630004,8;6419499,8;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;630004,8;6419499,8;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;630004,8;6419499,8;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;630695,8;6418763,8;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;630695,8;6418763,8;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;630695,8;6418763,8;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;719286,4;6426236,9;L93;2009;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;719286,4;6426236,9;L93;2009;1;absence;Gobio sp.;1;FD15
Barbatula sp.;719286,4;6426236,9;L93;2009;1;absence;Barbatula sp.;1;FD15
Cottus sp.;719286,4;6426236,9;L93;2009;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;691696;6413529,2;L93;2008;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;684991,9;6427874,4;L93;2005;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;684991,9;6427874,4;L93;2005;1;absence;Barbatula sp.;1;FD15
Barbatula sp.;685012,1;6431910;L93;2005;1;absence;Barbatula sp.;1;FD15
Cottus sp.;685012,1;6431910;L93;2005;1;absence;Cottus sp.;1;FD15
Cottus sp.;682177,6;6423057,4;L93;2006;1;absence;Cottus sp.;1;FD15
Cottus sp.;673757,5;6428437,8;L93;2005;1;absence;Cottus sp.;1;FD15
Cottus sp.;675316,6;6429955;L93;2005;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;690541,9;6429375;L93;2009;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;690541,9;6429375;L93;2009;1;absence;Barbatula sp.;1;FD15
Cottus sp.;690541,9;6429375;L93;2009;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;656382,9;6401845,6;L93;2005;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;656382,9;6401845,6;L93;2005;1;absence;Gobio sp.;1;FD15
Barbatula sp.;656382,9;6401845,6;L93;2005;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;657678,1;6403938,8;L93;2005;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;657678,1;6403938,8;L93;2005;1;absence;Gobio sp.;1;FD15
Barbatula sp.;657678,1;6403938,8;L93;2005;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;656710,3;6402286,7;L93;2010;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;656710,3;6402286,7;L93;2010;1;absence;Gobio sp.;1;FD15
Barbatula sp.;656710,3;6402286,7;L93;2010;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;646805,4;6398499,9;L93;2005;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;646805,4;6398499,9;L93;2005;1;absence;Gobio sp.;1;FD15
Barbatula sp.;646805,4;6398499,9;L93;2005;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;641311,8;6398447,3;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;641311,8;6398447,3;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;641311,8;6398447,3;L93;2006;1;absence;Barbatula sp.;1;FD15
Cottus sp.;641311,8;6398447,3;L93;2006;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;641318,8;6398438,6;L93;2008;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;641318,8;6398438,6;L93;2008;1;absence;Gobio sp.;1;FD15
Barbatula sp.;641318,8;6398438,6;L93;2008;1;absence;Barbatula sp.;1;FD15
Cottus sp.;641318,8;6398438,6;L93;2008;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;646829;6400133,1;L93;2008;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;641326,8;6398428;L93;2009;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;641326,8;6398428;L93;2009;1;absence;Gobio sp.;1;FD15
Barbatula sp.;641326,8;6398428;L93;2009;1;absence;Barbatula sp.;1;FD15
Cottus sp.;641326,8;6398428;L93;2009;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;641691,8;6398516,2;L93;2009;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;641691,8;6398516,2;L93;2009;1;absence;Gobio sp.;1;FD15
Cottus sp.;641691,8;6398516,2;L93;2009;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;640852,2;6409074,4;L93;2005;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;640852,2;6409074,4;L93;2005;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;640778,3;6411774,3;L93;2005;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;640778,3;6411774,3;L93;2005;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;642685,5;6406207;L93;2007;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;642685,5;6406207;L93;2007;1;absence;Gobio sp.;1;FD15
Barbatula sp.;642685,5;6406207;L93;2007;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;637931,1;6404075,2;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;637931,1;6404075,2;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;637931,1;6404075,2;L93;2011;1;absence;Barbatula sp.;1;FD15
Cottus sp.;637931,1;6404075,2;L93;2011;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;698660,2;6466577,9;L93;2008;1;absence;Phoxinus sp.;1;FD15
Cottus sp.;704390,6;6461379,9;L93;2009;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;702750,4;6406134;L93;2009;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;702750,4;6406134;L93;2009;1;absence;Gobio sp.;1;FD15
Barbatula sp.;702750,4;6406134;L93;2009;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;700699,9;6400022,5;L93;2008;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;700699,9;6400022,5;L93;2008;1;absence;Barbatula sp.;1;FD15
Cottus sp.;700699,9;6400022,5;L93;2008;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;700706,9;6400036;L93;2007;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;700706,9;6400036;L93;2007;1;absence;Gobio sp.;1;FD15
Barbatula sp.;700706,9;6400036;L93;2007;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;698634,8;6400148,5;L93;2007;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;698634,8;6400148,5;L93;2007;1;absence;Gobio sp.;1;FD15
Barbatula sp.;698634,8;6400148,5;L93;2007;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;700686,8;6400016,1;L93;2006;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;700686,8;6400016,1;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;698731,2;6402558,2;L93;2006;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;698731,2;6402558,2;L93;2006;1;absence;Gobio sp.;1;FD15
Barbatula sp.;698731,2;6402558,2;L93;2006;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;699142,6;6438698,9;L93;2011;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;699142,6;6438698,9;L93;2011;1;absence;Gobio sp.;1;FD15
Barbatula sp.;699142,6;6438698,9;L93;2011;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;665621,2;6477123,3;L93;2012;1;absence;Phoxinus sp.;1;FD15
Cottus sp.;673679,8;6434747;L93;2012;1;absence;Cottus sp.;1;FD15
Gobio sp.;637948,6;6425100,6;L93;2012;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;636879;6423982,9;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;636879;6423982,9;L93;2012;1;absence;Gobio sp.;1;FD15
Barbatula sp.;636879;6423982,9;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;640966,6;6459870,8;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;640966,6;6459870,8;L93;2012;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;696735,5;6409087,8;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;696735,5;6409087,8;L93;2012;1;absence;Gobio sp.;1;FD15
Barbatula sp.;696735,5;6409087,8;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;650966,5;6454116,8;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;650966,5;6454116,8;L93;2012;1;absence;Gobio sp.;1;FD15
Barbatula sp.;650966,5;6454116,8;L93;2012;1;absence;Barbatula sp.;1;FD15
Cottus sp.;677597,1;6439918,2;L93;2012;1;absence;Cottus sp.;1;FD15
Cottus sp.;677425,7;6439307,1;L93;2012;1;absence;Cottus sp.;1;FD15
Barbatula sp.;646851,5;6462426,2;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;654479,7;6441250,9;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;654479,7;6441250,9;L93;2012;1;absence;Gobio sp.;1;FD15
Barbatula sp.;654479,7;6441250,9;L93;2012;1;absence;Barbatula sp.;1;FD15
Gobio sp.;637911;6404067,1;L93;2012;1;absence;Gobio sp.;1;FD15
Cottus sp.;637911;6404067,1;L93;2012;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;637711,3;6405135,5;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;637711,3;6405135,5;L93;2012;1;absence;Gobio sp.;1;FD15
Barbatula sp.;637711,3;6405135,5;L93;2012;1;absence;Barbatula sp.;1;FD15
Cottus sp.;637711,3;6405135,5;L93;2012;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;638235,3;6407925,6;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;638235,3;6407925,6;L93;2012;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;649236,7;6442645;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;649236,7;6442645;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;645782,6;6441784,1;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;645782,6;6441784,1;L93;2012;1;absence;Gobio sp.;1;FD15
Barbatula sp.;645782,6;6441784,1;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;703309,9;6431524,9;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;703309,9;6431524,9;L93;2012;1;absence;Barbatula sp.;1;FD15
Cottus sp.;703309,9;6431524,9;L93;2012;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;647879;6410981,1;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;647879;6410981,1;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;715873,8;6423389,7;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;715873,8;6423389,7;L93;2012;1;absence;Barbatula sp.;1;FD15
Cottus sp.;715873,8;6423389,7;L93;2012;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;700707,9;6400064,5;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;700707,9;6400064,5;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;673579,5;6472298,1;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;673579,5;6472298,1;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;690381;6433809,6;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;690381;6433809,6;L93;2012;1;absence;Barbatula sp.;1;FD15
Cottus sp.;690381;6433809,6;L93;2012;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;637018,9;6429353,8;L93;2012;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;637645,8;6429678,4;L93;2012;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;637674,9;6429720,4;L93;2012;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;637674,9;6429720,4;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;637884,3;6432461,4;L93;2012;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;641815,4;6427154,8;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;641815,4;6427154,8;L93;2012;1;absence;Gobio sp.;1;FD15
Barbatula sp.;641815,4;6427154,8;L93;2012;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;642255;6427954,6;L93;2012;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;644029,4;6426918,7;L93;2012;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;644074,6;6427319,9;L93;2012;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;644074,6;6427319,9;L93;2012;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;636752,6;6402018,4;L93;2013;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;636752,6;6402018,4;L93;2013;1;absence;Gobio sp.;1;FD15
Barbatula sp.;636752,6;6402018,4;L93;2013;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;635677,2;6403054,2;L93;2013;1;absence;Phoxinus sp.;1;FD15
Barbatula sp.;635677,2;6403054,2;L93;2013;1;absence;Barbatula sp.;1;FD15
Phoxinus sp.;641333,9;6398420,7;L93;2013;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;641333,9;6398420,7;L93;2013;1;absence;Gobio sp.;1;FD15
Barbatula sp.;641333,9;6398420,7;L93;2013;1;absence;Barbatula sp.;1;FD15
Cottus sp.;641333,9;6398420,7;L93;2013;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;638792;6398782,2;L93;2013;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;638792;6398782,2;L93;2013;1;absence;Gobio sp.;1;FD15
Barbatula sp.;638792;6398782,2;L93;2013;1;absence;Barbatula sp.;1;FD15
Cottus sp.;638792;6398782,2;L93;2013;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;649958,9;6399695,8;L93;2013;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;649958,9;6399695,8;L93;2013;1;absence;Gobio sp.;1;FD15
Phoxinus sp.;637919,3;6404068,6;L93;2013;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;637919,3;6404068,6;L93;2013;1;absence;Gobio sp.;1;FD15
Barbatula sp.;637919,3;6404068,6;L93;2013;1;absence;Barbatula sp.;1;FD15
Cottus sp.;637919,3;6404068,6;L93;2013;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;637614,6;6403975,6;L93;2013;1;absence;Phoxinus sp.;1;FD15
Phoxinus sp.;637611,5;6403826,8;L93;2013;1;absence;Phoxinus sp.;1;FD15
Gobio sp.;637611,5;6403826,8;L93;2013;1;absence;Gobio sp.;1;FD15
Cottus sp.;685393;6446273,5;L93;2013;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;690201,5;6443419,2;L93;2013;1;absence;Phoxinus sp.;1;FD15
Cottus sp.;690201,5;6443419,2;L93;2013;1;absence;Cottus sp.;1;FD15
Cottus sp.;686583,7;6444550,6;L93;2013;1;absence;Cottus sp.;1;FD15
Phoxinus sp.;675574,4;6482115,6;L93;2013;1;absence;Phoxinus sp.;1;FD15
